State,District,Date,Year,Month,Avg_rainfall,Agency_name
Maharashtra,Aurangabad,2022-01-14,2022,01,0,IMD GRID MODEL
Maharashtra,Aurangabad,2022-01-17,2022,01,0,IMD GRID MODEL
Maharashtra,Aurangabad,2022-01-18,2022,01,0,IMD GRID MODEL
Maharashtra,Aurangabad,2022-01-16,2022,01,0,IMD GRID MODEL
Maharashtra,Aurangabad,2022-01-20,2022,01,0,IMD GRID MODEL
Maharashtra,Aurangabad,2022-01-19,2022,01,0,IMD GRID MODEL
Maharashtra,Aurangabad,2022-01-21,2022,01,0,IMD GRID MODEL
Maharashtra,Aurangabad,2022-01-22,2022,01,0,IMD GRID MODEL
Maharashtra,Aurangabad,2022-01-23,2022,01,3.927839523,IMD GRID MODEL
Maharashtra,Aurangabad,2022-01-24,2022,01,0.742361072,IMD GRID MODEL
Maharashtra,Aurangabad,2022-01-26,2022,01,0,IMD GRID MODEL
Maharashtra,Aurangabad,2022-01-25,2022,01,0.047952537,IMD GRID MODEL
Maharashtra,Aurangabad,2022-01-27,2022,01,0,IMD GRID MODEL
Maharashtra,Aurangabad,2022-01-29,2022,01,0,IMD GRID MODEL
Maharashtra,Aurangabad,2022-01-28,2022,01,0,IMD GRID MODEL
Maharashtra,Aurangabad,2022-01-30,2022,01,0,IMD GRID MODEL
Maharashtra,Bhandara,2022-01-01,2022,01,0,IMD GRID MODEL
Maharashtra,Bhandara,2022-01-02,2022,01,0,IMD GRID MODEL
Maharashtra,Bhandara,2022-01-04,2022,01,0,IMD GRID MODEL
Maharashtra,Bhandara,2022-01-03,2022,01,0,IMD GRID MODEL
Maharashtra,Bhandara,2022-01-05,2022,01,0,IMD GRID MODEL
Maharashtra,Bhandara,2022-01-06,2022,01,0,IMD GRID MODEL
Maharashtra,Bhandara,2022-01-07,2022,01,0,IMD GRID MODEL
Maharashtra,Bhandara,2022-01-08,2022,01,0,IMD GRID MODEL
Maharashtra,Bhandara,2022-01-11,2022,01,1.995997939,IMD GRID MODEL
Maharashtra,Bhandara,2022-01-09,2022,01,0.01318363,IMD GRID MODEL
Maharashtra,Bhandara,2022-01-10,2022,01,7.712547326,IMD GRID MODEL
Maharashtra,Bhandara,2022-01-12,2022,01,0.844093101,IMD GRID MODEL
Maharashtra,Bhandara,2022-01-13,2022,01,0,IMD GRID MODEL
Maharashtra,Bhandara,2022-01-14,2022,01,0.589645615,IMD GRID MODEL
Maharashtra,Bhandara,2022-01-15,2022,01,0.326791055,IMD GRID MODEL
Maharashtra,Bhandara,2022-01-17,2022,01,0,IMD GRID MODEL
Maharashtra,Bhandara,2022-01-18,2022,01,0,IMD GRID MODEL
Maharashtra,Bhandara,2022-01-16,2022,01,0,IMD GRID MODEL
Maharashtra,Bhandara,2022-01-20,2022,01,0,IMD GRID MODEL
Maharashtra,Bhandara,2022-01-19,2022,01,0,IMD GRID MODEL
Maharashtra,Bhandara,2022-01-22,2022,01,0,IMD GRID MODEL
Maharashtra,Bhandara,2022-01-21,2022,01,0,IMD GRID MODEL
Maharashtra,Bhandara,2022-01-23,2022,01,0,IMD GRID MODEL
Maharashtra,Bhandara,2022-01-24,2022,01,0,IMD GRID MODEL
Maharashtra,Bhandara,2022-01-26,2022,01,0,IMD GRID MODEL
Maharashtra,Bhandara,2022-01-25,2022,01,0,IMD GRID MODEL
Maharashtra,Bhandara,2022-01-27,2022,01,0,IMD GRID MODEL
Maharashtra,Bhandara,2022-01-28,2022,01,0,IMD GRID MODEL
Maharashtra,Bhandara,2022-01-29,2022,01,0,IMD GRID MODEL
Maharashtra,Bhandara,2022-01-30,2022,01,0,IMD GRID MODEL
Maharashtra,Bid,2022-01-01,2022,01,0,IMD GRID MODEL
Maharashtra,Bid,2022-01-02,2022,01,0,IMD GRID MODEL
Maharashtra,Bid,2022-01-04,2022,01,0,IMD GRID MODEL
Maharashtra,Bid,2022-01-03,2022,01,0,IMD GRID MODEL
Maharashtra,Bid,2022-01-06,2022,01,0,IMD GRID MODEL
Maharashtra,Bid,2022-01-05,2022,01,0,IMD GRID MODEL
Maharashtra,Bid,2022-01-07,2022,01,0,IMD GRID MODEL
Maharashtra,Bid,2022-01-08,2022,01,0,IMD GRID MODEL
Maharashtra,Bid,2022-01-09,2022,01,0,IMD GRID MODEL
Maharashtra,Bid,2022-01-10,2022,01,0,IMD GRID MODEL
Maharashtra,Bid,2022-01-11,2022,01,0,IMD GRID MODEL
Maharashtra,Bid,2022-01-12,2022,01,0,IMD GRID MODEL
Maharashtra,Bid,2022-01-13,2022,01,0,IMD GRID MODEL
Maharashtra,Bid,2022-01-15,2022,01,0,IMD GRID MODEL
Maharashtra,Bid,2022-01-14,2022,01,0.135223784,IMD GRID MODEL
Maharashtra,Bid,2022-01-17,2022,01,0,IMD GRID MODEL
Maharashtra,Bid,2022-01-18,2022,01,0,IMD GRID MODEL
Maharashtra,Bid,2022-01-16,2022,01,0,IMD GRID MODEL
Maharashtra,Bid,2022-01-20,2022,01,0,IMD GRID MODEL
Maharashtra,Bid,2022-01-19,2022,01,0,IMD GRID MODEL
Maharashtra,Bid,2022-01-22,2022,01,0,IMD GRID MODEL
Maharashtra,Bid,2022-01-21,2022,01,0,IMD GRID MODEL
Maharashtra,Bid,2022-01-23,2022,01,0,IMD GRID MODEL
Maharashtra,Bid,2022-01-24,2022,01,0,IMD GRID MODEL
Maharashtra,Bid,2022-01-27,2022,01,0,IMD GRID MODEL
Maharashtra,Bid,2022-01-25,2022,01,0,IMD GRID MODEL
Maharashtra,Bid,2022-01-26,2022,01,0,IMD GRID MODEL
Maharashtra,Bid,2022-01-28,2022,01,0,IMD GRID MODEL
Maharashtra,Bid,2022-01-29,2022,01,0,IMD GRID MODEL
Maharashtra,Bid,2022-01-30,2022,01,0,IMD GRID MODEL
Maharashtra,Buldhana,2022-01-01,2022,01,0,IMD GRID MODEL
Maharashtra,Buldhana,2022-01-02,2022,01,0,IMD GRID MODEL
Maharashtra,Buldhana,2022-01-04,2022,01,0,IMD GRID MODEL
Maharashtra,Buldhana,2022-01-03,2022,01,0,IMD GRID MODEL
Maharashtra,Buldhana,2022-01-05,2022,01,0,IMD GRID MODEL
Maharashtra,Buldhana,2022-01-06,2022,01,0,IMD GRID MODEL
Maharashtra,Buldhana,2022-01-07,2022,01,0,IMD GRID MODEL
Maharashtra,Buldhana,2022-01-08,2022,01,0,IMD GRID MODEL
Maharashtra,Buldhana,2022-01-10,2022,01,0.007024395,IMD GRID MODEL
Maharashtra,Buldhana,2022-01-11,2022,01,0.030159497,IMD GRID MODEL
Maharashtra,Buldhana,2022-01-09,2022,01,1.053085863,IMD GRID MODEL
Maharashtra,Buldhana,2022-01-12,2022,01,0.009055546,IMD GRID MODEL
Maharashtra,Buldhana,2022-01-13,2022,01,0,IMD GRID MODEL
Maharashtra,Buldhana,2022-01-15,2022,01,0,IMD GRID MODEL
Maharashtra,Buldhana,2022-01-14,2022,01,0.00067705,IMD GRID MODEL
Maharashtra,Buldhana,2022-01-17,2022,01,0,IMD GRID MODEL
Maharashtra,Buldhana,2022-01-18,2022,01,0,IMD GRID MODEL
Maharashtra,Buldhana,2022-01-16,2022,01,0,IMD GRID MODEL
Maharashtra,Buldhana,2022-01-20,2022,01,0,IMD GRID MODEL
Maharashtra,Buldhana,2022-01-19,2022,01,0,IMD GRID MODEL
Maharashtra,Buldhana,2022-01-22,2022,01,0,IMD GRID MODEL
Maharashtra,Buldhana,2022-01-21,2022,01,0,IMD GRID MODEL
Maharashtra,Buldhana,2022-01-23,2022,01,0,IMD GRID MODEL
Maharashtra,Buldhana,2022-01-24,2022,01,0,IMD GRID MODEL
Maharashtra,Buldhana,2022-01-26,2022,01,0,IMD GRID MODEL
Maharashtra,Buldhana,2022-01-25,2022,01,0,IMD GRID MODEL
Maharashtra,Buldhana,2022-01-27,2022,01,0,IMD GRID MODEL
Maharashtra,Buldhana,2022-01-29,2022,01,0,IMD GRID MODEL
Maharashtra,Buldhana,2022-01-28,2022,01,0,IMD GRID MODEL
Maharashtra,Buldhana,2022-01-30,2022,01,0,IMD GRID MODEL
Maharashtra,Chandrapur,2022-01-01,2022,01,0,IMD GRID MODEL
Maharashtra,Chandrapur,2022-01-02,2022,01,0,IMD GRID MODEL
Maharashtra,Chandrapur,2022-01-04,2022,01,0,IMD GRID MODEL
Maharashtra,Chandrapur,2022-01-03,2022,01,0,IMD GRID MODEL
Maharashtra,Chandrapur,2022-01-05,2022,01,0,IMD GRID MODEL
Maharashtra,Chandrapur,2022-01-06,2022,01,0,IMD GRID MODEL
Maharashtra,Chandrapur,2022-01-07,2022,01,0,IMD GRID MODEL
Maharashtra,Chandrapur,2022-01-08,2022,01,0,IMD GRID MODEL
Maharashtra,Chandrapur,2022-01-10,2022,01,11.13620102,IMD GRID MODEL
Maharashtra,Chandrapur,2022-01-11,2022,01,28.38794783,IMD GRID MODEL
Maharashtra,Chandrapur,2022-01-09,2022,01,0.000721291,IMD GRID MODEL
Maharashtra,Chandrapur,2022-01-12,2022,01,5.961161863,IMD GRID MODEL
Maharashtra,Chandrapur,2022-01-13,2022,01,0.027607891,IMD GRID MODEL
Maharashtra,Chandrapur,2022-01-15,2022,01,6.238469917,IMD GRID MODEL
Maharashtra,Chandrapur,2022-01-14,2022,01,7.598278879,IMD GRID MODEL
Maharashtra,Chandrapur,2022-01-17,2022,01,0,IMD GRID MODEL
Maharashtra,Chandrapur,2022-01-18,2022,01,0,IMD GRID MODEL
Maharashtra,Chandrapur,2022-01-16,2022,01,0,IMD GRID MODEL
Maharashtra,Chandrapur,2022-01-20,2022,01,0,IMD GRID MODEL
Maharashtra,Chandrapur,2022-01-19,2022,01,0,IMD GRID MODEL
Maharashtra,Chandrapur,2022-01-22,2022,01,0,IMD GRID MODEL
Maharashtra,Chandrapur,2022-01-21,2022,01,0,IMD GRID MODEL
Maharashtra,Chandrapur,2022-01-23,2022,01,0,IMD GRID MODEL
Maharashtra,Chandrapur,2022-01-24,2022,01,0,IMD GRID MODEL
Maharashtra,Chandrapur,2022-01-26,2022,01,0,IMD GRID MODEL
Maharashtra,Chandrapur,2022-01-25,2022,01,0,IMD GRID MODEL
Maharashtra,Chandrapur,2022-01-27,2022,01,0,IMD GRID MODEL
Maharashtra,Chandrapur,2022-01-29,2022,01,0,IMD GRID MODEL
Maharashtra,Chandrapur,2022-01-28,2022,01,0,IMD GRID MODEL
Maharashtra,Chandrapur,2022-01-30,2022,01,0,IMD GRID MODEL
Maharashtra,Dhule,2022-01-01,2022,01,0,IMD GRID MODEL
Maharashtra,Dhule,2022-01-02,2022,01,0,IMD GRID MODEL
Maharashtra,Dhule,2022-01-04,2022,01,0,IMD GRID MODEL
Maharashtra,Dhule,2022-01-03,2022,01,0,IMD GRID MODEL
Maharashtra,Dhule,2022-01-05,2022,01,0,IMD GRID MODEL
Maharashtra,Dhule,2022-01-06,2022,01,0,IMD GRID MODEL
Maharashtra,Dhule,2022-01-07,2022,01,0.530770699,IMD GRID MODEL
Maharashtra,Dhule,2022-01-08,2022,01,3.494901452,IMD GRID MODEL
Maharashtra,Dhule,2022-01-11,2022,01,0,IMD GRID MODEL
Maharashtra,Dhule,2022-01-09,2022,01,0.000404481,IMD GRID MODEL
Maharashtra,Dhule,2022-01-10,2022,01,0,IMD GRID MODEL
Maharashtra,Dhule,2022-01-12,2022,01,0,IMD GRID MODEL
Maharashtra,Dhule,2022-01-13,2022,01,0,IMD GRID MODEL
Maharashtra,Dhule,2022-01-14,2022,01,0,IMD GRID MODEL
Maharashtra,Dhule,2022-01-15,2022,01,0,IMD GRID MODEL
Maharashtra,Dhule,2022-01-17,2022,01,0,IMD GRID MODEL
Maharashtra,Dhule,2022-01-18,2022,01,0,IMD GRID MODEL
Maharashtra,Dhule,2022-01-16,2022,01,0,IMD GRID MODEL
Maharashtra,Dhule,2022-01-20,2022,01,0,IMD GRID MODEL
Maharashtra,Dhule,2022-01-19,2022,01,0,IMD GRID MODEL
Maharashtra,Dhule,2022-01-22,2022,01,0,IMD GRID MODEL
Maharashtra,Dhule,2022-01-21,2022,01,0,IMD GRID MODEL
Maharashtra,Dhule,2022-01-23,2022,01,0.001440454,IMD GRID MODEL
Maharashtra,Dhule,2022-01-24,2022,01,0,IMD GRID MODEL
Maharashtra,Dhule,2022-01-26,2022,01,0,IMD GRID MODEL
Maharashtra,Dhule,2022-01-25,2022,01,0,IMD GRID MODEL
Maharashtra,Dhule,2022-01-27,2022,01,0,IMD GRID MODEL
Maharashtra,Dhule,2022-01-28,2022,01,0,IMD GRID MODEL
Maharashtra,Dhule,2022-01-29,2022,01,0,IMD GRID MODEL
Maharashtra,Dhule,2022-01-30,2022,01,0,IMD GRID MODEL
Maharashtra,Gadchiroli,2022-01-01,2022,01,0,IMD GRID MODEL
Maharashtra,Gadchiroli,2022-01-02,2022,01,0,IMD GRID MODEL
Maharashtra,Gadchiroli,2022-01-04,2022,01,0,IMD GRID MODEL
Maharashtra,Gadchiroli,2022-01-03,2022,01,0,IMD GRID MODEL
Maharashtra,Gadchiroli,2022-01-05,2022,01,0,IMD GRID MODEL
Maharashtra,Gadchiroli,2022-01-06,2022,01,0,IMD GRID MODEL
Maharashtra,Gadchiroli,2022-01-07,2022,01,0,IMD GRID MODEL
Maharashtra,Gadchiroli,2022-01-08,2022,01,0,IMD GRID MODEL
Maharashtra,Gadchiroli,2022-01-09,2022,01,0,IMD GRID MODEL
Maharashtra,Gadchiroli,2022-01-10,2022,01,9.490342386,IMD GRID MODEL
Maharashtra,Gadchiroli,2022-01-11,2022,01,17.29622197,IMD GRID MODEL
Maharashtra,Gadchiroli,2022-01-12,2022,01,22.27766362,IMD GRID MODEL
Maharashtra,Gadchiroli,2022-01-13,2022,01,5.32286594,IMD GRID MODEL
Maharashtra,Gadchiroli,2022-01-15,2022,01,7.143493233,IMD GRID MODEL
Maharashtra,Gadchiroli,2022-01-14,2022,01,9.942901737,IMD GRID MODEL
Maharashtra,Gadchiroli,2022-01-17,2022,01,0,IMD GRID MODEL
Maharashtra,Gadchiroli,2022-01-18,2022,01,0,IMD GRID MODEL
Maharashtra,Gadchiroli,2022-01-16,2022,01,0,IMD GRID MODEL
Maharashtra,Gadchiroli,2022-01-20,2022,01,0,IMD GRID MODEL
Maharashtra,Gadchiroli,2022-01-19,2022,01,0,IMD GRID MODEL
Maharashtra,Gadchiroli,2022-01-22,2022,01,0,IMD GRID MODEL
Maharashtra,Gadchiroli,2022-01-21,2022,01,0,IMD GRID MODEL
Maharashtra,Gadchiroli,2022-01-23,2022,01,0.038784582,IMD GRID MODEL
Maharashtra,Gadchiroli,2022-01-24,2022,01,0,IMD GRID MODEL
Maharashtra,Gadchiroli,2022-01-27,2022,01,0,IMD GRID MODEL
Maharashtra,Gadchiroli,2022-01-25,2022,01,0,IMD GRID MODEL
Maharashtra,Gadchiroli,2022-01-26,2022,01,0,IMD GRID MODEL
Maharashtra,Gadchiroli,2022-01-29,2022,01,0,IMD GRID MODEL
Maharashtra,Gadchiroli,2022-01-28,2022,01,0,IMD GRID MODEL
Maharashtra,Gadchiroli,2022-01-30,2022,01,0,IMD GRID MODEL
Maharashtra,Gondia,2022-01-01,2022,01,0,IMD GRID MODEL
Maharashtra,Gondia,2022-01-02,2022,01,0,IMD GRID MODEL
Maharashtra,Gondia,2022-01-04,2022,01,0,IMD GRID MODEL
Maharashtra,Gondia,2022-01-03,2022,01,0,IMD GRID MODEL
Maharashtra,Gondia,2022-01-05,2022,01,0,IMD GRID MODEL
Maharashtra,Gondia,2022-01-06,2022,01,0,IMD GRID MODEL
Maharashtra,Gondia,2022-01-07,2022,01,0,IMD GRID MODEL
Maharashtra,Gondia,2022-01-08,2022,01,0,IMD GRID MODEL
Maharashtra,Gondia,2022-01-11,2022,01,6.820067959,IMD GRID MODEL
Maharashtra,Gondia,2022-01-09,2022,01,0.000470598,IMD GRID MODEL
Maharashtra,Gondia,2022-01-10,2022,01,8.052011825,IMD GRID MODEL
Maharashtra,Gondia,2022-01-12,2022,01,4.976809502,IMD GRID MODEL
Maharashtra,Gondia,2022-01-13,2022,01,0,IMD GRID MODEL
Maharashtra,Gondia,2022-01-14,2022,01,0.145181048,IMD GRID MODEL
Maharashtra,Gondia,2022-01-15,2022,01,1.465581743,IMD GRID MODEL
Maharashtra,Gondia,2022-01-17,2022,01,0,IMD GRID MODEL
Maharashtra,Gondia,2022-01-18,2022,01,0,IMD GRID MODEL
Maharashtra,Gondia,2022-01-16,2022,01,0,IMD GRID MODEL
Maharashtra,Gondia,2022-01-20,2022,01,0,IMD GRID MODEL
Maharashtra,Gondia,2022-01-19,2022,01,0,IMD GRID MODEL
Maharashtra,Gondia,2022-01-22,2022,01,0,IMD GRID MODEL
Maharashtra,Gondia,2022-01-21,2022,01,0,IMD GRID MODEL
Maharashtra,Gondia,2022-01-23,2022,01,0.008604299,IMD GRID MODEL
Maharashtra,Gondia,2022-01-24,2022,01,0.000671369,IMD GRID MODEL
Maharashtra,Gondia,2022-01-26,2022,01,0,IMD GRID MODEL
Maharashtra,Gondia,2022-01-25,2022,01,0,IMD GRID MODEL
Maharashtra,Gondia,2022-01-27,2022,01,0,IMD GRID MODEL
Maharashtra,Gondia,2022-01-28,2022,01,0,IMD GRID MODEL
Maharashtra,Gondia,2022-01-29,2022,01,0,IMD GRID MODEL
Maharashtra,Gondia,2022-01-30,2022,01,0,IMD GRID MODEL
Maharashtra,Hingoli,2022-01-01,2022,01,0,IMD GRID MODEL
Maharashtra,Hingoli,2022-01-02,2022,01,0,IMD GRID MODEL
Maharashtra,Hingoli,2022-01-04,2022,01,0,IMD GRID MODEL
Maharashtra,Hingoli,2022-01-03,2022,01,0,IMD GRID MODEL
Maharashtra,Hingoli,2022-01-05,2022,01,0,IMD GRID MODEL
Maharashtra,Hingoli,2022-01-06,2022,01,0,IMD GRID MODEL
Maharashtra,Hingoli,2022-01-07,2022,01,0,IMD GRID MODEL
Maharashtra,Hingoli,2022-01-08,2022,01,0,IMD GRID MODEL
Maharashtra,Hingoli,2022-01-10,2022,01,0.042476786,IMD GRID MODEL
Maharashtra,Hingoli,2022-01-11,2022,01,0.216737745,IMD GRID MODEL
Maharashtra,Hingoli,2022-01-09,2022,01,0.07690393,IMD GRID MODEL
Maharashtra,Hingoli,2022-01-12,2022,01,0.067642159,IMD GRID MODEL
Maharashtra,Hingoli,2022-01-13,2022,01,0,IMD GRID MODEL
Maharashtra,Hingoli,2022-01-15,2022,01,0.085908005,IMD GRID MODEL
Maharashtra,Hingoli,2022-01-14,2022,01,0.250928643,IMD GRID MODEL
Maharashtra,Hingoli,2022-01-17,2022,01,0,IMD GRID MODEL
Maharashtra,Hingoli,2022-01-18,2022,01,0,IMD GRID MODEL
Maharashtra,Hingoli,2022-01-16,2022,01,0,IMD GRID MODEL
Maharashtra,Hingoli,2022-01-20,2022,01,0,IMD GRID MODEL
Maharashtra,Hingoli,2022-01-19,2022,01,0,IMD GRID MODEL
Maharashtra,Hingoli,2022-01-21,2022,01,0,IMD GRID MODEL
Maharashtra,Hingoli,2022-01-22,2022,01,0,IMD GRID MODEL
Maharashtra,Hingoli,2022-01-23,2022,01,0,IMD GRID MODEL
Maharashtra,Hingoli,2022-01-24,2022,01,0,IMD GRID MODEL
Maharashtra,Hingoli,2022-01-26,2022,01,0,IMD GRID MODEL
Maharashtra,Hingoli,2022-01-27,2022,01,0,IMD GRID MODEL
Maharashtra,Hingoli,2022-01-25,2022,01,0,IMD GRID MODEL
Maharashtra,Hingoli,2022-01-29,2022,01,0,IMD GRID MODEL
Maharashtra,Hingoli,2022-01-28,2022,01,0,IMD GRID MODEL
Maharashtra,Hingoli,2022-01-30,2022,01,0,IMD GRID MODEL
Maharashtra,Jalgaon,2022-01-01,2022,01,0,IMD GRID MODEL
Maharashtra,Jalgaon,2022-01-02,2022,01,0,IMD GRID MODEL
Maharashtra,Jalgaon,2022-01-04,2022,01,0,IMD GRID MODEL
Maharashtra,Jalgaon,2022-01-03,2022,01,0,IMD GRID MODEL
Maharashtra,Jalgaon,2022-01-05,2022,01,0,IMD GRID MODEL
Maharashtra,Jalgaon,2022-01-06,2022,01,0,IMD GRID MODEL
Maharashtra,Jalgaon,2022-01-07,2022,01,0.020854214,IMD GRID MODEL
Maharashtra,Jalgaon,2022-01-08,2022,01,0.067434698,IMD GRID MODEL
Maharashtra,Jalgaon,2022-01-10,2022,01,0,IMD GRID MODEL
Maharashtra,Jalgaon,2022-01-11,2022,01,0,IMD GRID MODEL
Maharashtra,Jalgaon,2022-01-09,2022,01,0.304816539,IMD GRID MODEL
Maharashtra,Jalgaon,2022-01-12,2022,01,0,IMD GRID MODEL
Maharashtra,Jalgaon,2022-01-13,2022,01,0,IMD GRID MODEL
Maharashtra,Jalgaon,2022-01-15,2022,01,0,IMD GRID MODEL
Maharashtra,Jalgaon,2022-01-14,2022,01,0,IMD GRID MODEL
Maharashtra,Jalgaon,2022-01-17,2022,01,0,IMD GRID MODEL
Maharashtra,Jalgaon,2022-01-18,2022,01,0,IMD GRID MODEL
Maharashtra,Jalgaon,2022-01-16,2022,01,0,IMD GRID MODEL
Maharashtra,Jalgaon,2022-01-19,2022,01,0,IMD GRID MODEL
Maharashtra,Jalgaon,2022-01-20,2022,01,0,IMD GRID MODEL
Maharashtra,Jalgaon,2022-01-22,2022,01,0,IMD GRID MODEL
Maharashtra,Jalgaon,2022-01-21,2022,01,0,IMD GRID MODEL
Maharashtra,Jalgaon,2022-01-23,2022,01,0,IMD GRID MODEL
Maharashtra,Jalgaon,2022-01-24,2022,01,0,IMD GRID MODEL
Maharashtra,Jalgaon,2022-01-26,2022,01,0,IMD GRID MODEL
Maharashtra,Jalgaon,2022-01-25,2022,01,0,IMD GRID MODEL
Maharashtra,Jalgaon,2022-01-27,2022,01,0,IMD GRID MODEL
Maharashtra,Jalgaon,2022-01-29,2022,01,0,IMD GRID MODEL
Maharashtra,Jalgaon,2022-01-28,2022,01,0,IMD GRID MODEL
Maharashtra,Jalgaon,2022-01-30,2022,01,0,IMD GRID MODEL
Maharashtra,Jalna,2022-01-01,2022,01,0,IMD GRID MODEL
Maharashtra,Jalna,2022-01-02,2022,01,0,IMD GRID MODEL
Maharashtra,Jalna,2022-01-04,2022,01,0,IMD GRID MODEL
Maharashtra,Jalna,2022-01-03,2022,01,0,IMD GRID MODEL
Maharashtra,Jalna,2022-01-05,2022,01,0,IMD GRID MODEL
Maharashtra,Jalna,2022-01-06,2022,01,0,IMD GRID MODEL
Maharashtra,Jalna,2022-01-07,2022,01,0,IMD GRID MODEL
Maharashtra,Jalna,2022-01-08,2022,01,0,IMD GRID MODEL
Maharashtra,Jalna,2022-01-10,2022,01,0,IMD GRID MODEL
Maharashtra,Jalna,2022-01-11,2022,01,0,IMD GRID MODEL
Maharashtra,Jalna,2022-01-09,2022,01,0.154892302,IMD GRID MODEL
Maharashtra,Jalna,2022-01-12,2022,01,0,IMD GRID MODEL
Maharashtra,Jalna,2022-01-13,2022,01,0,IMD GRID MODEL
Maharashtra,Jalna,2022-01-15,2022,01,0.000296695,IMD GRID MODEL
Maharashtra,Jalna,2022-01-14,2022,01,0.027107115,IMD GRID MODEL
Maharashtra,Jalna,2022-01-17,2022,01,0,IMD GRID MODEL
Maharashtra,Jalna,2022-01-18,2022,01,0,IMD GRID MODEL
Maharashtra,Jalna,2022-01-16,2022,01,0,IMD GRID MODEL
Maharashtra,Jalna,2022-01-20,2022,01,0,IMD GRID MODEL
Maharashtra,Jalna,2022-01-19,2022,01,0,IMD GRID MODEL
Maharashtra,Jalna,2022-01-21,2022,01,0,IMD GRID MODEL
Maharashtra,Jalna,2022-01-22,2022,01,0,IMD GRID MODEL
Maharashtra,Jalna,2022-01-23,2022,01,0,IMD GRID MODEL
Maharashtra,Jalna,2022-01-24,2022,01,0,IMD GRID MODEL
Maharashtra,Jalna,2022-01-27,2022,01,0,IMD GRID MODEL
Maharashtra,Jalna,2022-01-25,2022,01,0,IMD GRID MODEL
Maharashtra,Jalna,2022-01-26,2022,01,0,IMD GRID MODEL
Maharashtra,Jalna,2022-01-29,2022,01,0,IMD GRID MODEL
Maharashtra,Jalna,2022-01-28,2022,01,0,IMD GRID MODEL
Maharashtra,Jalna,2022-01-30,2022,01,0,IMD GRID MODEL
Maharashtra,Kolhapur,2022-01-01,2022,01,0,IMD GRID MODEL
Maharashtra,Kolhapur,2022-01-02,2022,01,0,IMD GRID MODEL
Maharashtra,Kolhapur,2022-01-03,2022,01,0,IMD GRID MODEL
Maharashtra,Kolhapur,2022-01-04,2022,01,0,IMD GRID MODEL
Maharashtra,Kolhapur,2022-01-06,2022,01,0,IMD GRID MODEL
Maharashtra,Kolhapur,2022-01-05,2022,01,0,IMD GRID MODEL
Maharashtra,Kolhapur,2022-01-07,2022,01,0,IMD GRID MODEL
Maharashtra,Kolhapur,2022-01-08,2022,01,0,IMD GRID MODEL
Maharashtra,Kolhapur,2022-01-10,2022,01,0,IMD GRID MODEL
Maharashtra,Kolhapur,2022-01-09,2022,01,0.072997895,IMD GRID MODEL
Maharashtra,Kolhapur,2022-01-12,2022,01,0,IMD GRID MODEL
Maharashtra,Kolhapur,2022-01-13,2022,01,0,IMD GRID MODEL
Maharashtra,Kolhapur,2022-01-11,2022,01,0.010426333,IMD GRID MODEL
Maharashtra,Kolhapur,2022-01-15,2022,01,0,IMD GRID MODEL
Maharashtra,Kolhapur,2022-01-14,2022,01,0,IMD GRID MODEL
Maharashtra,Kolhapur,2022-01-17,2022,01,0,IMD GRID MODEL
Maharashtra,Kolhapur,2022-01-18,2022,01,0,IMD GRID MODEL
Maharashtra,Kolhapur,2022-01-16,2022,01,0,IMD GRID MODEL
Maharashtra,Kolhapur,2022-01-20,2022,01,0,IMD GRID MODEL
Maharashtra,Kolhapur,2022-01-19,2022,01,0,IMD GRID MODEL
Maharashtra,Kolhapur,2022-01-22,2022,01,0,IMD GRID MODEL
Maharashtra,Kolhapur,2022-01-21,2022,01,0,IMD GRID MODEL
Maharashtra,Kolhapur,2022-01-23,2022,01,0,IMD GRID MODEL
Maharashtra,Kolhapur,2022-01-24,2022,01,0,IMD GRID MODEL
Maharashtra,Kolhapur,2022-01-25,2022,01,0,IMD GRID MODEL
Maharashtra,Kolhapur,2022-01-26,2022,01,0,IMD GRID MODEL
Maharashtra,Kolhapur,2022-01-27,2022,01,0,IMD GRID MODEL
Maharashtra,Kolhapur,2022-01-29,2022,01,0,IMD GRID MODEL
Maharashtra,Kolhapur,2022-01-28,2022,01,0,IMD GRID MODEL
Maharashtra,Kolhapur,2022-01-30,2022,01,0,IMD GRID MODEL
Maharashtra,Latur,2022-01-01,2022,01,0,IMD GRID MODEL
Maharashtra,Latur,2022-01-02,2022,01,0,IMD GRID MODEL
Maharashtra,Latur,2022-01-04,2022,01,0,IMD GRID MODEL
Maharashtra,Latur,2022-01-03,2022,01,0,IMD GRID MODEL
Maharashtra,Latur,2022-01-06,2022,01,0,IMD GRID MODEL
Maharashtra,Latur,2022-01-05,2022,01,0,IMD GRID MODEL
Maharashtra,Latur,2022-01-07,2022,01,0,IMD GRID MODEL
Maharashtra,Latur,2022-01-08,2022,01,0.012009597,IMD GRID MODEL
Maharashtra,Latur,2022-01-10,2022,01,1.417732642,IMD GRID MODEL
Maharashtra,Latur,2022-01-09,2022,01,0.06142462,IMD GRID MODEL
Maharashtra,Latur,2022-01-12,2022,01,0,IMD GRID MODEL
Maharashtra,Latur,2022-01-11,2022,01,0.044786341,IMD GRID MODEL
Maharashtra,Latur,2022-01-13,2022,01,0,IMD GRID MODEL
Maharashtra,Latur,2022-01-15,2022,01,0,IMD GRID MODEL
Maharashtra,Latur,2022-01-14,2022,01,0.242638927,IMD GRID MODEL
