State,District,Date,Year,Month,Avg_rainfall,Agency_name
Bihar,Muzaffarpur,2022-01-14,2022,01,0,IMD GRID MODEL
Bihar,Muzaffarpur,2022-01-16,2022,01,0,IMD GRID MODEL
Bihar,Muzaffarpur,2022-01-17,2022,01,0,IMD GRID MODEL
Bihar,Muzaffarpur,2022-01-18,2022,01,0,IMD GRID MODEL
Bihar,Muzaffarpur,2022-01-20,2022,01,0,IMD GRID MODEL
Bihar,Muzaffarpur,2022-01-19,2022,01,0,IMD GRID MODEL
Bihar,Muzaffarpur,2022-01-22,2022,01,0,IMD GRID MODEL
Bihar,Muzaffarpur,2022-01-21,2022,01,0,IMD GRID MODEL
Bihar,Muzaffarpur,2022-01-24,2022,01,0,IMD GRID MODEL
Bihar,Muzaffarpur,2022-01-23,2022,01,0.016751719,IMD GRID MODEL
Bihar,Muzaffarpur,2022-01-25,2022,01,0,IMD GRID MODEL
Bihar,Muzaffarpur,2022-01-26,2022,01,0,IMD GRID MODEL
Bihar,Muzaffarpur,2022-01-28,2022,01,0,IMD GRID MODEL
Bihar,Muzaffarpur,2022-01-29,2022,01,0,IMD GRID MODEL
Bihar,Muzaffarpur,2022-01-27,2022,01,0,IMD GRID MODEL
Bihar,Muzaffarpur,2022-01-30,2022,01,0,IMD GRID MODEL
Bihar,Nalanda,2022-01-02,2022,01,0,IMD GRID MODEL
Bihar,Nalanda,2022-01-01,2022,01,0,IMD GRID MODEL
Bihar,Nalanda,2022-01-03,2022,01,0,IMD GRID MODEL
Bihar,Nalanda,2022-01-04,2022,01,0,IMD GRID MODEL
Bihar,Nalanda,2022-01-05,2022,01,0,IMD GRID MODEL
Bihar,Nalanda,2022-01-06,2022,01,0,IMD GRID MODEL
Bihar,Nalanda,2022-01-07,2022,01,0.0000323,IMD GRID MODEL
Bihar,Nalanda,2022-01-08,2022,01,0,IMD GRID MODEL
Bihar,Nalanda,2022-01-10,2022,01,0,IMD GRID MODEL
Bihar,Nalanda,2022-01-09,2022,01,0,IMD GRID MODEL
Bihar,Nalanda,2022-01-13,2022,01,3.664708547,IMD GRID MODEL
Bihar,Nalanda,2022-01-11,2022,01,0,IMD GRID MODEL
Bihar,Nalanda,2022-01-12,2022,01,2.262175702,IMD GRID MODEL
Bihar,Nalanda,2022-01-14,2022,01,0,IMD GRID MODEL
Bihar,Nalanda,2022-01-15,2022,01,0,IMD GRID MODEL
Bihar,Nalanda,2022-01-16,2022,01,0,IMD GRID MODEL
Bihar,Nalanda,2022-01-17,2022,01,0,IMD GRID MODEL
Bihar,Nalanda,2022-01-18,2022,01,0,IMD GRID MODEL
Bihar,Nalanda,2022-01-19,2022,01,0,IMD GRID MODEL
Bihar,Nalanda,2022-01-20,2022,01,0,IMD GRID MODEL
Bihar,Nalanda,2022-01-22,2022,01,0,IMD GRID MODEL
Bihar,Nalanda,2022-01-21,2022,01,0,IMD GRID MODEL
Bihar,Nalanda,2022-01-24,2022,01,0.551883533,IMD GRID MODEL
Bihar,Nalanda,2022-01-23,2022,01,4.628777445,IMD GRID MODEL
Bihar,Nalanda,2022-01-27,2022,01,0,IMD GRID MODEL
Bihar,Nalanda,2022-01-25,2022,01,3.470505676,IMD GRID MODEL
Bihar,Nalanda,2022-01-26,2022,01,0,IMD GRID MODEL
Bihar,Nalanda,2022-01-28,2022,01,0,IMD GRID MODEL
Bihar,Nalanda,2022-01-29,2022,01,0,IMD GRID MODEL
Bihar,Nalanda,2022-01-30,2022,01,0,IMD GRID MODEL
Bihar,Nawada,2022-01-02,2022,01,0,IMD GRID MODEL
Bihar,Nawada,2022-01-01,2022,01,0,IMD GRID MODEL
Bihar,Nawada,2022-01-03,2022,01,0,IMD GRID MODEL
Bihar,Nawada,2022-01-04,2022,01,0,IMD GRID MODEL
Bihar,Nawada,2022-01-05,2022,01,0,IMD GRID MODEL
Bihar,Nawada,2022-01-06,2022,01,0,IMD GRID MODEL
Bihar,Nawada,2022-01-07,2022,01,0,IMD GRID MODEL
Bihar,Nawada,2022-01-08,2022,01,0,IMD GRID MODEL
Bihar,Nawada,2022-01-10,2022,01,0,IMD GRID MODEL
Bihar,Nawada,2022-01-09,2022,01,0,IMD GRID MODEL
Bihar,Nawada,2022-01-13,2022,01,8.678946912,IMD GRID MODEL
Bihar,Nawada,2022-01-11,2022,01,0,IMD GRID MODEL
Bihar,Nawada,2022-01-12,2022,01,2.857169795,IMD GRID MODEL
Bihar,Nawada,2022-01-14,2022,01,0,IMD GRID MODEL
Bihar,Nawada,2022-01-15,2022,01,0,IMD GRID MODEL
Bihar,Nawada,2022-01-16,2022,01,0,IMD GRID MODEL
Bihar,Nawada,2022-01-17,2022,01,0,IMD GRID MODEL
Bihar,Nawada,2022-01-18,2022,01,0,IMD GRID MODEL
Bihar,Nawada,2022-01-19,2022,01,0,IMD GRID MODEL
Bihar,Nawada,2022-01-20,2022,01,0,IMD GRID MODEL
Bihar,Nawada,2022-01-21,2022,01,0.015037708,IMD GRID MODEL
Bihar,Nawada,2022-01-22,2022,01,0,IMD GRID MODEL
Bihar,Nawada,2022-01-24,2022,01,3.006365208,IMD GRID MODEL
Bihar,Nawada,2022-01-23,2022,01,12.2091097,IMD GRID MODEL
Bihar,Nawada,2022-01-27,2022,01,0,IMD GRID MODEL
Bihar,Nawada,2022-01-25,2022,01,0.752478966,IMD GRID MODEL
Bihar,Nawada,2022-01-26,2022,01,0,IMD GRID MODEL
Bihar,Nawada,2022-01-28,2022,01,0,IMD GRID MODEL
Bihar,Nawada,2022-01-29,2022,01,0,IMD GRID MODEL
Bihar,Nawada,2022-01-30,2022,01,0,IMD GRID MODEL
Bihar,Pashchimi Champaran,2022-01-01,2022,01,0,IMD GRID MODEL
Bihar,Pashchimi Champaran,2022-01-02,2022,01,0,IMD GRID MODEL
Bihar,Pashchimi Champaran,2022-01-03,2022,01,0,IMD GRID MODEL
Bihar,Pashchimi Champaran,2022-01-04,2022,01,0,IMD GRID MODEL
Bihar,Pashchimi Champaran,2022-01-05,2022,01,0,IMD GRID MODEL
Bihar,Pashchimi Champaran,2022-01-06,2022,01,0.035242043,IMD GRID MODEL
Bihar,Pashchimi Champaran,2022-01-07,2022,01,1.051953088,IMD GRID MODEL
Bihar,Pashchimi Champaran,2022-01-08,2022,01,0.103992405,IMD GRID MODEL
Bihar,Pashchimi Champaran,2022-01-09,2022,01,0,IMD GRID MODEL
Bihar,Pashchimi Champaran,2022-01-10,2022,01,0,IMD GRID MODEL
Bihar,Pashchimi Champaran,2022-01-11,2022,01,0,IMD GRID MODEL
Bihar,Pashchimi Champaran,2022-01-12,2022,01,0.320266046,IMD GRID MODEL
Bihar,Pashchimi Champaran,2022-01-13,2022,01,4.516394461,IMD GRID MODEL
Bihar,Pashchimi Champaran,2022-01-15,2022,01,0,IMD GRID MODEL
Bihar,Pashchimi Champaran,2022-01-14,2022,01,0,IMD GRID MODEL
Bihar,Pashchimi Champaran,2022-01-16,2022,01,0,IMD GRID MODEL
Bihar,Pashchimi Champaran,2022-01-17,2022,01,0,IMD GRID MODEL
Bihar,Pashchimi Champaran,2022-01-18,2022,01,0,IMD GRID MODEL
Bihar,Pashchimi Champaran,2022-01-20,2022,01,0,IMD GRID MODEL
Bihar,Pashchimi Champaran,2022-01-19,2022,01,0,IMD GRID MODEL
Bihar,Pashchimi Champaran,2022-01-22,2022,01,0,IMD GRID MODEL
Bihar,Pashchimi Champaran,2022-01-21,2022,01,0,IMD GRID MODEL
Bihar,Pashchimi Champaran,2022-01-24,2022,01,0,IMD GRID MODEL
Bihar,Pashchimi Champaran,2022-01-23,2022,01,0,IMD GRID MODEL
Bihar,Pashchimi Champaran,2022-01-25,2022,01,0.991712728,IMD GRID MODEL
Bihar,Pashchimi Champaran,2022-01-26,2022,01,0,IMD GRID MODEL
Bihar,Pashchimi Champaran,2022-01-28,2022,01,0,IMD GRID MODEL
Bihar,Pashchimi Champaran,2022-01-27,2022,01,0,IMD GRID MODEL
Bihar,Pashchimi Champaran,2022-01-29,2022,01,0,IMD GRID MODEL
Bihar,Pashchimi Champaran,2022-01-30,2022,01,0,IMD GRID MODEL
Bihar,Patna,2022-01-02,2022,01,0,IMD GRID MODEL
Bihar,Patna,2022-01-01,2022,01,0,IMD GRID MODEL
Bihar,Patna,2022-01-03,2022,01,0,IMD GRID MODEL
Bihar,Patna,2022-01-04,2022,01,0,IMD GRID MODEL
Bihar,Patna,2022-01-05,2022,01,0,IMD GRID MODEL
Bihar,Patna,2022-01-06,2022,01,0,IMD GRID MODEL
Bihar,Patna,2022-01-07,2022,01,0.242661439,IMD GRID MODEL
Bihar,Patna,2022-01-08,2022,01,0,IMD GRID MODEL
Bihar,Patna,2022-01-10,2022,01,0,IMD GRID MODEL
Bihar,Patna,2022-01-09,2022,01,0,IMD GRID MODEL
Bihar,Patna,2022-01-13,2022,01,8.751215076,IMD GRID MODEL
Bihar,Patna,2022-01-11,2022,01,0,IMD GRID MODEL
Bihar,Patna,2022-01-12,2022,01,0.948875807,IMD GRID MODEL
Bihar,Patna,2022-01-14,2022,01,0.007874918,IMD GRID MODEL
Bihar,Patna,2022-01-15,2022,01,0,IMD GRID MODEL
Bihar,Patna,2022-01-17,2022,01,0,IMD GRID MODEL
Bihar,Patna,2022-01-16,2022,01,0,IMD GRID MODEL
Bihar,Patna,2022-01-18,2022,01,0,IMD GRID MODEL
Bihar,Patna,2022-01-20,2022,01,0,IMD GRID MODEL
Bihar,Patna,2022-01-19,2022,01,0,IMD GRID MODEL
Bihar,Patna,2022-01-22,2022,01,0,IMD GRID MODEL
Bihar,Patna,2022-01-21,2022,01,0,IMD GRID MODEL
Bihar,Patna,2022-01-24,2022,01,0.261092635,IMD GRID MODEL
Bihar,Patna,2022-01-23,2022,01,2.724687139,IMD GRID MODEL
Bihar,Patna,2022-01-25,2022,01,1.634046241,IMD GRID MODEL
Bihar,Patna,2022-01-26,2022,01,0,IMD GRID MODEL
Bihar,Patna,2022-01-29,2022,01,0,IMD GRID MODEL
Bihar,Patna,2022-01-27,2022,01,0,IMD GRID MODEL
Bihar,Patna,2022-01-28,2022,01,0,IMD GRID MODEL
Bihar,Patna,2022-01-30,2022,01,0,IMD GRID MODEL
Bihar,Purbi Champaran,2022-01-01,2022,01,0,IMD GRID MODEL
Bihar,Purbi Champaran,2022-01-02,2022,01,0,IMD GRID MODEL
Bihar,Purbi Champaran,2022-01-03,2022,01,0,IMD GRID MODEL
Bihar,Purbi Champaran,2022-01-04,2022,01,0,IMD GRID MODEL
Bihar,Purbi Champaran,2022-01-05,2022,01,0,IMD GRID MODEL
Bihar,Purbi Champaran,2022-01-06,2022,01,0,IMD GRID MODEL
Bihar,Purbi Champaran,2022-01-07,2022,01,1.058134233,IMD GRID MODEL
Bihar,Purbi Champaran,2022-01-08,2022,01,0.167985094,IMD GRID MODEL
Bihar,Purbi Champaran,2022-01-10,2022,01,0,IMD GRID MODEL
Bihar,Purbi Champaran,2022-01-11,2022,01,0,IMD GRID MODEL
Bihar,Purbi Champaran,2022-01-09,2022,01,0,IMD GRID MODEL
Bihar,Purbi Champaran,2022-01-12,2022,01,0.836057477,IMD GRID MODEL
Bihar,Purbi Champaran,2022-01-13,2022,01,2.044776008,IMD GRID MODEL
Bihar,Purbi Champaran,2022-01-15,2022,01,0,IMD GRID MODEL
Bihar,Purbi Champaran,2022-01-14,2022,01,0,IMD GRID MODEL
Bihar,Purbi Champaran,2022-01-16,2022,01,0,IMD GRID MODEL
Bihar,Purbi Champaran,2022-01-17,2022,01,0,IMD GRID MODEL
Bihar,Purbi Champaran,2022-01-18,2022,01,0,IMD GRID MODEL
Bihar,Purbi Champaran,2022-01-20,2022,01,0,IMD GRID MODEL
Bihar,Purbi Champaran,2022-01-19,2022,01,0,IMD GRID MODEL
Bihar,Purbi Champaran,2022-01-22,2022,01,0,IMD GRID MODEL
Bihar,Purbi Champaran,2022-01-21,2022,01,0,IMD GRID MODEL
Bihar,Purbi Champaran,2022-01-24,2022,01,0,IMD GRID MODEL
Bihar,Purbi Champaran,2022-01-23,2022,01,0,IMD GRID MODEL
Bihar,Purbi Champaran,2022-01-25,2022,01,0.007035535,IMD GRID MODEL
Bihar,Purbi Champaran,2022-01-26,2022,01,0,IMD GRID MODEL
Bihar,Purbi Champaran,2022-01-28,2022,01,0,IMD GRID MODEL
Bihar,Purbi Champaran,2022-01-29,2022,01,0,IMD GRID MODEL
Bihar,Purbi Champaran,2022-01-27,2022,01,0,IMD GRID MODEL
Bihar,Purbi Champaran,2022-01-30,2022,01,0,IMD GRID MODEL
Bihar,Purnia,2022-01-01,2022,01,0,IMD GRID MODEL
Bihar,Purnia,2022-01-03,2022,01,0,IMD GRID MODEL
Bihar,Purnia,2022-01-02,2022,01,0,IMD GRID MODEL
Bihar,Purnia,2022-01-04,2022,01,0,IMD GRID MODEL
Bihar,Purnia,2022-01-05,2022,01,0,IMD GRID MODEL
Bihar,Purnia,2022-01-06,2022,01,0,IMD GRID MODEL
Bihar,Purnia,2022-01-07,2022,01,0,IMD GRID MODEL
Bihar,Purnia,2022-01-08,2022,01,0,IMD GRID MODEL
Bihar,Purnia,2022-01-10,2022,01,0,IMD GRID MODEL
Bihar,Purnia,2022-01-09,2022,01,0,IMD GRID MODEL
Bihar,Purnia,2022-01-13,2022,01,1.663147996,IMD GRID MODEL
Bihar,Purnia,2022-01-11,2022,01,0,IMD GRID MODEL
Bihar,Purnia,2022-01-12,2022,01,0.094008717,IMD GRID MODEL
Bihar,Purnia,2022-01-15,2022,01,0,IMD GRID MODEL
Bihar,Purnia,2022-01-14,2022,01,0,IMD GRID MODEL
Bihar,Purnia,2022-01-16,2022,01,0,IMD GRID MODEL
Bihar,Purnia,2022-01-17,2022,01,0,IMD GRID MODEL
Bihar,Purnia,2022-01-18,2022,01,0,IMD GRID MODEL
Bihar,Purnia,2022-01-20,2022,01,0,IMD GRID MODEL
Bihar,Purnia,2022-01-19,2022,01,0,IMD GRID MODEL
Bihar,Purnia,2022-01-22,2022,01,0,IMD GRID MODEL
Bihar,Purnia,2022-01-21,2022,01,0,IMD GRID MODEL
Bihar,Purnia,2022-01-24,2022,01,0.095770824,IMD GRID MODEL
Bihar,Purnia,2022-01-23,2022,01,0.065407668,IMD GRID MODEL
Bihar,Purnia,2022-01-25,2022,01,0.007158468,IMD GRID MODEL
Bihar,Purnia,2022-01-26,2022,01,0,IMD GRID MODEL
Bihar,Purnia,2022-01-28,2022,01,0,IMD GRID MODEL
Bihar,Purnia,2022-01-29,2022,01,0,IMD GRID MODEL
Bihar,Purnia,2022-01-27,2022,01,0,IMD GRID MODEL
Bihar,Purnia,2022-01-30,2022,01,0,IMD GRID MODEL
Bihar,Rohtas,2022-01-02,2022,01,0,IMD GRID MODEL
Bihar,Rohtas,2022-01-01,2022,01,0,IMD GRID MODEL
Bihar,Rohtas,2022-01-03,2022,01,0,IMD GRID MODEL
Bihar,Rohtas,2022-01-04,2022,01,0,IMD GRID MODEL
Bihar,Rohtas,2022-01-05,2022,01,0,IMD GRID MODEL
Bihar,Rohtas,2022-01-06,2022,01,0,IMD GRID MODEL
Bihar,Rohtas,2022-01-07,2022,01,0,IMD GRID MODEL
Bihar,Rohtas,2022-01-08,2022,01,0,IMD GRID MODEL
Bihar,Rohtas,2022-01-10,2022,01,0.451070185,IMD GRID MODEL
Bihar,Rohtas,2022-01-09,2022,01,0,IMD GRID MODEL
Bihar,Rohtas,2022-01-13,2022,01,4.051260182,IMD GRID MODEL
Bihar,Rohtas,2022-01-11,2022,01,2.663406599,IMD GRID MODEL
Bihar,Rohtas,2022-01-12,2022,01,2.888461818,IMD GRID MODEL
Bihar,Rohtas,2022-01-14,2022,01,0,IMD GRID MODEL
Bihar,Rohtas,2022-01-15,2022,01,0,IMD GRID MODEL
Bihar,Rohtas,2022-01-16,2022,01,0,IMD GRID MODEL
Bihar,Rohtas,2022-01-17,2022,01,0,IMD GRID MODEL
Bihar,Rohtas,2022-01-19,2022,01,0,IMD GRID MODEL
Bihar,Rohtas,2022-01-20,2022,01,0,IMD GRID MODEL
Bihar,Rohtas,2022-01-18,2022,01,0,IMD GRID MODEL
Bihar,Rohtas,2022-01-21,2022,01,0,IMD GRID MODEL
Bihar,Rohtas,2022-01-22,2022,01,0,IMD GRID MODEL
Bihar,Rohtas,2022-01-24,2022,01,0.121929128,IMD GRID MODEL
Bihar,Rohtas,2022-01-23,2022,01,11.38584802,IMD GRID MODEL
Bihar,Rohtas,2022-01-27,2022,01,0,IMD GRID MODEL
Bihar,Rohtas,2022-01-25,2022,01,0,IMD GRID MODEL
Bihar,Rohtas,2022-01-26,2022,01,0,IMD GRID MODEL
Bihar,Rohtas,2022-01-28,2022,01,0,IMD GRID MODEL
Bihar,Rohtas,2022-01-29,2022,01,0,IMD GRID MODEL
Bihar,Rohtas,2022-01-30,2022,01,0,IMD GRID MODEL
Bihar,Saharsa,2022-01-01,2022,01,0,IMD GRID MODEL
Bihar,Saharsa,2022-01-03,2022,01,0,IMD GRID MODEL
Bihar,Saharsa,2022-01-02,2022,01,0,IMD GRID MODEL
Bihar,Saharsa,2022-01-04,2022,01,0,IMD GRID MODEL
Bihar,Saharsa,2022-01-05,2022,01,0,IMD GRID MODEL
Bihar,Saharsa,2022-01-06,2022,01,0,IMD GRID MODEL
Bihar,Saharsa,2022-01-07,2022,01,0,IMD GRID MODEL
Bihar,Saharsa,2022-01-08,2022,01,0,IMD GRID MODEL
Bihar,Saharsa,2022-01-10,2022,01,0.001181123,IMD GRID MODEL
Bihar,Saharsa,2022-01-09,2022,01,0,IMD GRID MODEL
Bihar,Saharsa,2022-01-13,2022,01,0.930371624,IMD GRID MODEL
Bihar,Saharsa,2022-01-11,2022,01,0,IMD GRID MODEL
Bihar,Saharsa,2022-01-12,2022,01,0.559039679,IMD GRID MODEL
Bihar,Saharsa,2022-01-15,2022,01,0,IMD GRID MODEL
Bihar,Saharsa,2022-01-14,2022,01,0,IMD GRID MODEL
Bihar,Saharsa,2022-01-16,2022,01,0,IMD GRID MODEL
Bihar,Saharsa,2022-01-17,2022,01,0,IMD GRID MODEL
Bihar,Saharsa,2022-01-18,2022,01,0,IMD GRID MODEL
Bihar,Saharsa,2022-01-20,2022,01,0,IMD GRID MODEL
Bihar,Saharsa,2022-01-19,2022,01,0,IMD GRID MODEL
Bihar,Saharsa,2022-01-22,2022,01,0,IMD GRID MODEL
Bihar,Saharsa,2022-01-21,2022,01,0,IMD GRID MODEL
Bihar,Saharsa,2022-01-24,2022,01,0,IMD GRID MODEL
Bihar,Saharsa,2022-01-23,2022,01,0.73530753,IMD GRID MODEL
Bihar,Saharsa,2022-01-26,2022,01,0,IMD GRID MODEL
Bihar,Saharsa,2022-01-25,2022,01,0.021013333,IMD GRID MODEL
Bihar,Saharsa,2022-01-28,2022,01,0,IMD GRID MODEL
Bihar,Saharsa,2022-01-29,2022,01,0,IMD GRID MODEL
Bihar,Saharsa,2022-01-27,2022,01,0,IMD GRID MODEL
Bihar,Saharsa,2022-01-30,2022,01,0,IMD GRID MODEL
Bihar,Samastipur,2022-01-01,2022,01,0,IMD GRID MODEL
Bihar,Samastipur,2022-01-03,2022,01,0,IMD GRID MODEL
Bihar,Samastipur,2022-01-02,2022,01,0,IMD GRID MODEL
Bihar,Samastipur,2022-01-04,2022,01,0,IMD GRID MODEL
Bihar,Samastipur,2022-01-05,2022,01,0,IMD GRID MODEL
Bihar,Samastipur,2022-01-06,2022,01,0,IMD GRID MODEL
Bihar,Samastipur,2022-01-07,2022,01,0.741690418,IMD GRID MODEL
Bihar,Samastipur,2022-01-08,2022,01,0,IMD GRID MODEL
Bihar,Samastipur,2022-01-10,2022,01,0.000819134,IMD GRID MODEL
Bihar,Samastipur,2022-01-09,2022,01,0,IMD GRID MODEL
Bihar,Samastipur,2022-01-13,2022,01,5.674403884,IMD GRID MODEL
Bihar,Samastipur,2022-01-11,2022,01,0,IMD GRID MODEL
Bihar,Samastipur,2022-01-12,2022,01,0.396123475,IMD GRID MODEL
Bihar,Samastipur,2022-01-15,2022,01,0,IMD GRID MODEL
Bihar,Samastipur,2022-01-14,2022,01,0,IMD GRID MODEL
Bihar,Samastipur,2022-01-16,2022,01,0,IMD GRID MODEL
Bihar,Samastipur,2022-01-17,2022,01,0,IMD GRID MODEL
Bihar,Samastipur,2022-01-18,2022,01,0,IMD GRID MODEL
Bihar,Samastipur,2022-01-20,2022,01,0,IMD GRID MODEL
Bihar,Samastipur,2022-01-19,2022,01,0,IMD GRID MODEL
Bihar,Samastipur,2022-01-22,2022,01,0,IMD GRID MODEL
Bihar,Samastipur,2022-01-21,2022,01,0,IMD GRID MODEL
Bihar,Samastipur,2022-01-24,2022,01,0,IMD GRID MODEL
Bihar,Samastipur,2022-01-23,2022,01,0.093027836,IMD GRID MODEL
Bihar,Samastipur,2022-01-26,2022,01,0,IMD GRID MODEL
Bihar,Samastipur,2022-01-25,2022,01,0.386943681,IMD GRID MODEL
Bihar,Samastipur,2022-01-28,2022,01,0,IMD GRID MODEL
Bihar,Samastipur,2022-01-29,2022,01,0,IMD GRID MODEL
Bihar,Samastipur,2022-01-27,2022,01,0,IMD GRID MODEL
Bihar,Samastipur,2022-01-30,2022,01,0,IMD GRID MODEL
Bihar,Saran,2022-01-02,2022,01,0,IMD GRID MODEL
Bihar,Saran,2022-01-01,2022,01,0,IMD GRID MODEL
Bihar,Saran,2022-01-03,2022,01,0,IMD GRID MODEL
Bihar,Saran,2022-01-04,2022,01,0,IMD GRID MODEL
Bihar,Saran,2022-01-05,2022,01,0,IMD GRID MODEL
Bihar,Saran,2022-01-06,2022,01,0,IMD GRID MODEL
Bihar,Saran,2022-01-07,2022,01,0.025528655,IMD GRID MODEL
Bihar,Saran,2022-01-08,2022,01,0,IMD GRID MODEL
Bihar,Saran,2022-01-10,2022,01,0,IMD GRID MODEL
Bihar,Saran,2022-01-09,2022,01,0,IMD GRID MODEL
Bihar,Saran,2022-01-13,2022,01,4.820372176,IMD GRID MODEL
Bihar,Saran,2022-01-11,2022,01,0,IMD GRID MODEL
Bihar,Saran,2022-01-12,2022,01,2.010590154,IMD GRID MODEL
Bihar,Saran,2022-01-14,2022,01,0,IMD GRID MODEL
Bihar,Saran,2022-01-15,2022,01,0,IMD GRID MODEL
Bihar,Saran,2022-01-16,2022,01,0,IMD GRID MODEL
Bihar,Saran,2022-01-17,2022,01,0,IMD GRID MODEL
Bihar,Saran,2022-01-18,2022,01,0,IMD GRID MODEL
Bihar,Saran,2022-01-20,2022,01,0,IMD GRID MODEL
Bihar,Saran,2022-01-19,2022,01,0,IMD GRID MODEL
Bihar,Saran,2022-01-22,2022,01,0,IMD GRID MODEL
Bihar,Saran,2022-01-21,2022,01,0,IMD GRID MODEL
Bihar,Saran,2022-01-24,2022,01,0.017877686,IMD GRID MODEL
Bihar,Saran,2022-01-23,2022,01,1.214167704,IMD GRID MODEL
Bihar,Saran,2022-01-25,2022,01,0.006980125,IMD GRID MODEL
Bihar,Saran,2022-01-26,2022,01,0,IMD GRID MODEL
Bihar,Saran,2022-01-29,2022,01,0,IMD GRID MODEL
Bihar,Saran,2022-01-27,2022,01,0,IMD GRID MODEL
Bihar,Saran,2022-01-28,2022,01,0,IMD GRID MODEL
Bihar,Saran,2022-01-30,2022,01,0,IMD GRID MODEL
Bihar,Sheikhpura,2022-01-02,2022,01,0,IMD GRID MODEL
Bihar,Sheikhpura,2022-01-01,2022,01,0,IMD GRID MODEL
Bihar,Sheikhpura,2022-01-03,2022,01,0,IMD GRID MODEL
Bihar,Sheikhpura,2022-01-04,2022,01,0,IMD GRID MODEL
Bihar,Sheikhpura,2022-01-05,2022,01,0,IMD GRID MODEL
Bihar,Sheikhpura,2022-01-06,2022,01,0,IMD GRID MODEL
Bihar,Sheikhpura,2022-01-07,2022,01,0,IMD GRID MODEL
Bihar,Sheikhpura,2022-01-08,2022,01,0,IMD GRID MODEL
Bihar,Sheikhpura,2022-01-10,2022,01,0,IMD GRID MODEL
Bihar,Sheikhpura,2022-01-09,2022,01,0,IMD GRID MODEL
Bihar,Sheikhpura,2022-01-13,2022,01,4.407568171,IMD GRID MODEL
Bihar,Sheikhpura,2022-01-11,2022,01,0,IMD GRID MODEL
Bihar,Sheikhpura,2022-01-12,2022,01,1.743220132,IMD GRID MODEL
Bihar,Sheikhpura,2022-01-14,2022,01,0,IMD GRID MODEL
Bihar,Sheikhpura,2022-01-15,2022,01,0,IMD GRID MODEL
Bihar,Sheikhpura,2022-01-16,2022,01,0,IMD GRID MODEL
Bihar,Sheikhpura,2022-01-17,2022,01,0,IMD GRID MODEL
Bihar,Sheikhpura,2022-01-18,2022,01,0,IMD GRID MODEL
Bihar,Sheikhpura,2022-01-19,2022,01,0,IMD GRID MODEL
Bihar,Sheikhpura,2022-01-20,2022,01,0,IMD GRID MODEL
Bihar,Sheikhpura,2022-01-22,2022,01,0,IMD GRID MODEL
Bihar,Sheikhpura,2022-01-21,2022,01,0,IMD GRID MODEL
Bihar,Sheikhpura,2022-01-24,2022,01,1.343175415,IMD GRID MODEL
Bihar,Sheikhpura,2022-01-23,2022,01,5.275404663,IMD GRID MODEL
Bihar,Sheikhpura,2022-01-27,2022,01,0,IMD GRID MODEL
Bihar,Sheikhpura,2022-01-25,2022,01,0.783855561,IMD GRID MODEL
Bihar,Sheikhpura,2022-01-26,2022,01,0,IMD GRID MODEL
Bihar,Sheikhpura,2022-01-28,2022,01,0,IMD GRID MODEL
Bihar,Sheikhpura,2022-01-29,2022,01,0,IMD GRID MODEL
Bihar,Sheikhpura,2022-01-30,2022,01,0,IMD GRID MODEL
Bihar,Sheohar,2022-01-01,2022,01,0,IMD GRID MODEL
Bihar,Sheohar,2022-01-02,2022,01,0,IMD GRID MODEL
Bihar,Sheohar,2022-01-03,2022,01,0,IMD GRID MODEL
Bihar,Sheohar,2022-01-04,2022,01,0,IMD GRID MODEL
Bihar,Sheohar,2022-01-05,2022,01,0,IMD GRID MODEL
Bihar,Sheohar,2022-01-06,2022,01,0,IMD GRID MODEL
Bihar,Sheohar,2022-01-07,2022,01,0.072446141,IMD GRID MODEL
Bihar,Sheohar,2022-01-08,2022,01,0,IMD GRID MODEL
Bihar,Sheohar,2022-01-09,2022,01,0,IMD GRID MODEL
Bihar,Sheohar,2022-01-10,2022,01,0,IMD GRID MODEL
Bihar,Sheohar,2022-01-11,2022,01,0,IMD GRID MODEL
Bihar,Sheohar,2022-01-12,2022,01,0.931396532,IMD GRID MODEL
Bihar,Sheohar,2022-01-13,2022,01,0.818296391,IMD GRID MODEL
Bihar,Sheohar,2022-01-15,2022,01,0,IMD GRID MODEL
Bihar,Sheohar,2022-01-14,2022,01,0,IMD GRID MODEL
Bihar,Sheohar,2022-01-16,2022,01,0,IMD GRID MODEL
Bihar,Sheohar,2022-01-17,2022,01,0,IMD GRID MODEL
Bihar,Sheohar,2022-01-18,2022,01,0,IMD GRID MODEL
Bihar,Sheohar,2022-01-20,2022,01,0,IMD GRID MODEL
Bihar,Sheohar,2022-01-19,2022,01,0,IMD GRID MODEL
Bihar,Sheohar,2022-01-22,2022,01,0,IMD GRID MODEL
Bihar,Sheohar,2022-01-21,2022,01,0,IMD GRID MODEL
Bihar,Sheohar,2022-01-24,2022,01,0,IMD GRID MODEL
Bihar,Sheohar,2022-01-23,2022,01,0,IMD GRID MODEL
Bihar,Sheohar,2022-01-25,2022,01,0,IMD GRID MODEL
Bihar,Sheohar,2022-01-26,2022,01,0,IMD GRID MODEL
Bihar,Sheohar,2022-01-28,2022,01,0,IMD GRID MODEL
Bihar,Sheohar,2022-01-29,2022,01,0,IMD GRID MODEL
Bihar,Sheohar,2022-01-27,2022,01,0,IMD GRID MODEL
Bihar,Sheohar,2022-01-30,2022,01,0,IMD GRID MODEL
